country,weightG,priceYen,itemCount,storageDays,site,leaderCompany,leaderMethod,leaderLow,leaderHigh,rankIndeterminate,blockingKeys,blockingLabels,blockingTiers,blockingUnknownReasons,blockingSourceUrls,runnerUpCompany,runnerUpLow,closedByAssumption
FR,2000,10000,1,0,yahoo-auctions,buyee,courier-buyee-air,22700,23476,false,,,,,,zenmarket,25105,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,2000,30000,1,0,yahoo-auctions,buyee,courier-buyee-air,48591,49367,false,,,,,,zenmarket,51347,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,2000,60000,1,0,yahoo-auctions,buyee,courier-buyee-air,87155,87931,false,,,,,,zenmarket,89911,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,2000,100000,1,0,yahoo-auctions,buyee,courier-buyee-air,138574,139350,false,,,,,,zenmarket,141330,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,2000,150000,1,0,yahoo-auctions,buyee,courier-buyee-air,202847,203623,false,,,,,,zenmarket,205604,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,2000,250000,1,0,yahoo-auctions,buyee,courier-buyee-air,331394,332170,false,,,,,,zenmarket,334151,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,3000,3000,1,0,yahoo-auctions,buyee,courier-buyee-air,15005,17109,false,,,,,,fromjapan,17901,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,3000,10000,1,0,yahoo-auctions,buyee,courier-buyee-air,23659,25763,false,,,,,,zenmarket,26851,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,3000,30000,1,0,yahoo-auctions,buyee,courier-buyee-air,49589,51693,false,,,,,,zenmarket,52704,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,3000,60000,1,0,yahoo-auctions,buyee,courier-buyee-air,88153,90257,false,,,,,,zenmarket,91268,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,3000,100000,1,0,yahoo-auctions,buyee,courier-buyee-air,139572,141676,false,,,,,,zenmarket,142686,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,3000,150000,1,0,yahoo-auctions,buyee,courier-buyee-air,203845,205949,false,,,,,,zenmarket,206960,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,3000,250000,1,0,yahoo-auctions,buyee,courier-buyee-air,332392,334496,false,,,,,,zenmarket,335507,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,5000,3000,1,0,yahoo-auctions,buyee,courier-buyee-air,17606,23614,false,,,,,,zenmarket,21197,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,5000,10000,1,0,yahoo-auctions,buyee,courier-buyee-air,26260,32268,false,,,,,,zenmarket,29902,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,5000,30000,1,0,yahoo-auctions,buyee,courier-buyee-air,52293,58301,false,,,,,,zenmarket,55746,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,5000,60000,1,0,yahoo-auctions,buyee,courier-buyee-air,90858,96866,false,,,,,,zenmarket,94310,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,5000,100000,1,0,yahoo-auctions,buyee,courier-buyee-air,142276,148284,false,,,,,,zenmarket,145729,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,5000,150000,1,0,yahoo-auctions,buyee,courier-buyee-air,206550,212558,false,,,,,,zenmarket,210003,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,5000,250000,1,0,yahoo-auctions,buyee,courier-buyee-air,335097,341105,false,,,,,,zenmarket,338550,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,8000,3000,1,0,yahoo-auctions,buyee,courier-buyee-air,17606,23614,false,,,,,,zenmarket,21197,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,8000,10000,1,0,yahoo-auctions,buyee,courier-buyee-air,26260,32268,false,,,,,,zenmarket,29902,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,8000,30000,1,0,yahoo-auctions,buyee,courier-buyee-air,52293,58301,false,,,,,,zenmarket,55746,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,8000,60000,1,0,yahoo-auctions,buyee,courier-buyee-air,90858,96866,false,,,,,,zenmarket,94310,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,8000,100000,1,0,yahoo-auctions,buyee,courier-buyee-air,142276,148284,false,,,,,,zenmarket,145729,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,8000,150000,1,0,yahoo-auctions,buyee,courier-buyee-air,206550,212558,false,,,,,,zenmarket,210003,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
FR,8000,250000,1,0,yahoo-auctions,buyee,courier-buyee-air,335097,341105,false,,,,,,zenmarket,338550,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,200,3000,1,0,yahoo-auctions,fromjapan,small-packet-air,6737,6737,false,,,,,,buyee,6850,
AU,200,10000,1,0,yahoo-auctions,fromjapan,small-packet-air,14716,14716,false,,,,,,buyee,14829,
AU,200,30000,1,0,yahoo-auctions,fromjapan,small-packet-air,37514,37514,false,,,,,,buyee,37627,
AU,200,60000,1,0,yahoo-auctions,buyee,small-packet-air,71824,71824,false,,,,,,zenmarket,71990,
AU,200,100000,1,0,yahoo-auctions,buyee,small-packet-air,117420,117420,false,,,,,,zenmarket,117585,
AU,200,150000,1,0,yahoo-auctions,buyee,small-packet-air,188388,188388,false,,,,,,zenmarket,188703,
AU,200,250000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,304630,305157,false,,,,,,fromjapan,304769,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,500,3000,1,0,yahoo-auctions,fromjapan,small-packet-air,7352,7352,false,,,,,,buyee,7409,
AU,500,10000,1,0,yahoo-auctions,fromjapan,small-packet-air,15332,15332,false,,,,,,buyee,15389,
AU,500,30000,1,0,yahoo-auctions,fromjapan,small-packet-air,38130,38130,false,,,,,,buyee,38187,
AU,500,60000,1,0,yahoo-auctions,buyee,small-packet-air,72383,72383,false,,,,,,zenmarket,72501,
AU,500,100000,1,0,yahoo-auctions,buyee,small-packet-air,117979,117979,false,,,,,,zenmarket,118096,
AU,500,150000,1,0,yahoo-auctions,buyee,small-packet-air,189001,189001,false,,,,,,fromjapan,189180,
AU,500,250000,1,0,yahoo-auctions,fromjapan,courier-ecms,305107,305107,false,,,,,,zenmarket,305229,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,1000,3000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,7932,7932,false,,,,,,fromjapan,8126,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,1000,10000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,15911,15911,false,,,,,,fromjapan,16106,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,1000,30000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,38709,38709,false,,,,,,fromjapan,38904,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,1000,60000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,72906,72906,false,,,,,,fromjapan,73101,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,1000,100000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,118502,118502,false,,,,,,fromjapan,118696,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,1000,150000,1,0,yahoo-auctions,fromjapan,courier-ecms,189462,189462,false,,,,,,zenmarket,189707,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,1000,250000,1,0,yahoo-auctions,fromjapan,courier-ecms,305389,305389,false,,,,,,zenmarket,305634,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,2000,3000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,8495,8988,false,,,,,,fromjapan,8523,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,2000,10000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,16475,16968,false,,,,,,fromjapan,16503,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,2000,30000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,39273,39766,false,,,,,,fromjapan,39301,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,2000,60000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,73469,73962,false,,,,,,fromjapan,73497,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,2000,100000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,119065,119558,false,,,,,,fromjapan,119093,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,2000,150000,1,0,yahoo-auctions,fromjapan,courier-ecms,189858,190106,false,,,,,,zenmarket,190326,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,2000,250000,1,0,yahoo-auctions,fromjapan,courier-ecms,305785,306033,false,,,,,,zenmarket,306253,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,3000,3000,1,0,yahoo-auctions,fromjapan,courier-ecms,8806,10212,false,,,,,,zenmarket,9006,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,3000,10000,1,0,yahoo-auctions,fromjapan,courier-ecms,16785,18191,false,,,,,,zenmarket,16985,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,3000,30000,1,0,yahoo-auctions,fromjapan,courier-ecms,39583,40989,false,,,,,,zenmarket,39783,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,3000,60000,1,0,yahoo-auctions,fromjapan,courier-ecms,73780,75186,false,,,,,,zenmarket,73980,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,3000,100000,1,0,yahoo-auctions,fromjapan,courier-ecms,119376,120782,false,,,,,,zenmarket,119576,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,3000,150000,1,0,yahoo-auctions,fromjapan,courier-ecms,190140,191546,false,,,,,,zenmarket,190886,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,3000,250000,1,0,yahoo-auctions,fromjapan,courier-ecms,306067,307473,false,,,,,,zenmarket,306813,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,5000,3000,1,0,yahoo-auctions,fromjapan,courier-ecms,10408,14245,false,,,,,,zenmarket,10768,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,5000,10000,1,0,yahoo-auctions,fromjapan,courier-ecms,18388,22225,false,,,,,,zenmarket,18747,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,5000,30000,1,0,yahoo-auctions,fromjapan,courier-ecms,41185,45022,false,,,,,,zenmarket,41545,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,5000,60000,1,0,yahoo-auctions,fromjapan,courier-ecms,75382,79219,false,,,,,,zenmarket,75742,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,5000,100000,1,0,yahoo-auctions,fromjapan,courier-ecms,120978,124815,false,,,,,,zenmarket,121338,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,5000,150000,1,0,yahoo-auctions,fromjapan,courier-ecms,191737,195574,false,,,,,,zenmarket,192818,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,5000,250000,1,0,yahoo-auctions,fromjapan,courier-ecms,307664,311501,false,,,,,,zenmarket,308745,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,8000,3000,1,0,yahoo-auctions,fromjapan,courier-ecms,10408,14245,false,,,,,,zenmarket,10768,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,8000,10000,1,0,yahoo-auctions,fromjapan,courier-ecms,18388,22225,false,,,,,,zenmarket,18747,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,8000,30000,1,0,yahoo-auctions,fromjapan,courier-ecms,41185,45022,false,,,,,,zenmarket,41545,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,8000,60000,1,0,yahoo-auctions,fromjapan,courier-ecms,75382,79219,false,,,,,,zenmarket,75742,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,8000,100000,1,0,yahoo-auctions,fromjapan,courier-ecms,120978,124815,false,,,,,,zenmarket,121338,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,8000,150000,1,0,yahoo-auctions,fromjapan,courier-ecms,191737,195574,false,,,,,,zenmarket,192818,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
AU,8000,250000,1,0,yahoo-auctions,fromjapan,courier-ecms,307664,311501,false,,,,,,zenmarket,308745,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,200,3000,1,0,yahoo-auctions,fromjapan,small-packet-air,7804,7804,false,,,,,,buyee,8115,
CA,200,10000,1,0,yahoo-auctions,fromjapan,small-packet-air,16076,16076,false,,,,,,buyee,16387,
CA,200,30000,1,0,yahoo-auctions,fromjapan,small-packet-air,39710,39710,false,,,,,,buyee,40021,
CA,200,60000,1,0,yahoo-auctions,buyee,small-packet-air,75472,75472,false,,,,,,zenmarket,75924,
CA,200,100000,1,0,yahoo-auctions,buyee,small-packet-air,122739,122739,false,,,,,,zenmarket,123192,
CA,200,150000,1,0,yahoo-auctions,buyee,small-packet-air,181824,181824,false,,,,,,zenmarket,182277,
CA,200,250000,1,0,yahoo-auctions,fromjapan,courier-ups,301676,301676,false,,,,,,buyee,302095,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,500,3000,1,0,yahoo-auctions,fromjapan,small-packet-air,8364,8364,false,,,,,,buyee,8675,
CA,500,10000,1,0,yahoo-auctions,fromjapan,small-packet-air,16636,16636,false,,,,,,buyee,16947,
CA,500,30000,1,0,yahoo-auctions,fromjapan,small-packet-air,40269,40269,false,,,,,,buyee,40580,
CA,500,60000,1,0,yahoo-auctions,buyee,small-packet-air,76031,76031,false,,,,,,zenmarket,76568,
CA,500,100000,1,0,yahoo-auctions,buyee,small-packet-air,123299,123299,false,,,,,,zenmarket,123836,
CA,500,150000,1,0,yahoo-auctions,buyee,small-packet-air,182383,182383,false,,,,,,zenmarket,182920,
CA,500,250000,1,0,yahoo-auctions,fromjapan,courier-ups,301676,301676,false,,,,,,buyee,302095,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,1000,3000,1,0,yahoo-auctions,fromjapan,small-packet-air,9483,9483,false,,,,,,buyee,9794,
CA,1000,10000,1,0,yahoo-auctions,fromjapan,small-packet-air,17755,17755,false,,,,,,buyee,18066,
CA,1000,30000,1,0,yahoo-auctions,fromjapan,small-packet-air,41388,41388,false,,,,,,buyee,41699,
CA,1000,60000,1,0,yahoo-auctions,buyee,small-packet-air,77150,77150,false,,,,,,fromjapan,77761,
CA,1000,100000,1,0,yahoo-auctions,buyee,small-packet-air,124418,124418,false,,,,,,fromjapan,125029,
CA,1000,150000,1,0,yahoo-auctions,buyee,small-packet-air,183503,183503,false,,,,,,fromjapan,184113,
CA,1000,250000,1,0,yahoo-auctions,buyee,courier-buyee-air,302095,302095,false,,,,,,fromjapan,302282,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,2000,3000,1,0,yahoo-auctions,buyee,courier-buyee-air,10217,10217,false,,,,,,fromjapan,11661,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,2000,10000,1,0,yahoo-auctions,buyee,courier-buyee-air,18489,18489,false,,,,,,fromjapan,19932,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,2000,30000,1,0,yahoo-auctions,buyee,courier-buyee-air,42123,42123,false,,,,,,fromjapan,43566,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,2000,60000,1,0,yahoo-auctions,buyee,courier-buyee-air,77574,77574,false,,,,,,fromjapan,79017,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,2000,100000,1,0,yahoo-auctions,buyee,courier-buyee-air,124841,124841,false,,,,,,fromjapan,126285,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,2000,150000,1,0,yahoo-auctions,buyee,courier-buyee-air,183926,183926,false,,,,,,fromjapan,185369,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,2000,250000,1,0,yahoo-auctions,buyee,courier-buyee-air,302095,302095,false,,,,,,fromjapan,303538,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,3000,3000,1,0,yahoo-auctions,buyee,courier-buyee-air,10217,10217,false,,,,,,fromjapan,12289,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,3000,10000,1,0,yahoo-auctions,buyee,courier-buyee-air,18489,18489,false,,,,,,fromjapan,20560,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,3000,30000,1,0,yahoo-auctions,buyee,courier-buyee-air,42123,42123,false,,,,,,fromjapan,44194,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,3000,60000,1,0,yahoo-auctions,buyee,courier-buyee-air,77574,77574,false,,,,,,fromjapan,79645,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,3000,100000,1,0,yahoo-auctions,buyee,courier-buyee-air,124841,124841,false,,,,,,fromjapan,126913,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,3000,150000,1,0,yahoo-auctions,buyee,courier-buyee-air,183926,183926,false,,,,,,fromjapan,185997,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,3000,250000,1,0,yahoo-auctions,buyee,courier-buyee-air,302095,302095,false,,,,,,fromjapan,304166,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,5000,3000,1,0,yahoo-auctions,buyee,courier-buyee-air,10217,10217,false,,,,,,fromjapan,14510,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,5000,10000,1,0,yahoo-auctions,buyee,courier-buyee-air,18489,18489,false,,,,,,fromjapan,22782,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,5000,30000,1,0,yahoo-auctions,buyee,courier-buyee-air,42123,42123,false,,,,,,fromjapan,46416,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,5000,60000,1,0,yahoo-auctions,buyee,courier-buyee-air,77574,77574,false,,,,,,fromjapan,81867,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,5000,100000,1,0,yahoo-auctions,buyee,courier-buyee-air,124841,124841,false,,,,,,fromjapan,129134,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,5000,150000,1,0,yahoo-auctions,buyee,courier-buyee-air,183926,183926,false,,,,,,fromjapan,188219,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,5000,250000,1,0,yahoo-auctions,buyee,courier-buyee-air,302095,302095,false,,,,,,fromjapan,306388,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,8000,3000,1,0,yahoo-auctions,buyee,courier-buyee-air,10217,10217,false,,,,,,fromjapan,14510,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,8000,10000,1,0,yahoo-auctions,buyee,courier-buyee-air,18489,18489,false,,,,,,fromjapan,22782,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,8000,30000,1,0,yahoo-auctions,buyee,courier-buyee-air,42123,42123,false,,,,,,fromjapan,46416,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,8000,60000,1,0,yahoo-auctions,buyee,courier-buyee-air,77574,77574,false,,,,,,fromjapan,81867,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,8000,100000,1,0,yahoo-auctions,buyee,courier-buyee-air,124841,124841,false,,,,,,fromjapan,129134,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,8000,150000,1,0,yahoo-auctions,buyee,courier-buyee-air,183926,183926,false,,,,,,fromjapan,188219,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
CA,8000,250000,1,0,yahoo-auctions,buyee,courier-buyee-air,302095,302095,false,,,,,,fromjapan,306388,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,200,3000,1,0,yahoo-auctions,fromjapan,small-packet-air,6190,6190,false,,,,,,zenmarket,6465,
SG,200,10000,1,0,yahoo-auctions,fromjapan,small-packet-air,14096,14096,false,,,,,,zenmarket,14372,
SG,200,30000,1,0,yahoo-auctions,fromjapan,small-packet-air,36687,36687,false,,,,,,zenmarket,36963,
SG,200,60000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,70813,70983,false,,,,,,fromjapan,70842,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,200,100000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,115972,116142,false,,,,,,fromjapan,116001,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,200,150000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,172421,172591,false,,,,,,fromjapan,172449,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,200,250000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,285318,285488,false,,,,,,fromjapan,285346,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,500,3000,1,0,yahoo-auctions,fromjapan,small-packet-air,6597,6597,false,,,,,,zenmarket,6657,
SG,500,10000,1,0,yahoo-auctions,fromjapan,small-packet-air,14504,14504,false,,,,,,zenmarket,14564,
SG,500,30000,1,0,yahoo-auctions,fromjapan,small-packet-air,37094,37094,false,,,,,,zenmarket,37154,
SG,500,60000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,71006,71006,false,,,,,,fromjapan,71158,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,500,100000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,116164,116164,false,,,,,,fromjapan,116317,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,500,150000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,172613,172613,false,,,,,,fromjapan,172765,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,500,250000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,285510,285510,false,,,,,,fromjapan,285662,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,1000,3000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,6811,6811,false,,,,,,fromjapan,7118,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,1000,10000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,14718,14718,false,,,,,,fromjapan,15025,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,1000,30000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,37309,37309,false,,,,,,fromjapan,37616,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,1000,60000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,71159,71159,false,,,,,,fromjapan,71401,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,1000,100000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,116318,116318,false,,,,,,fromjapan,116560,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,1000,150000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,172767,172767,false,,,,,,fromjapan,173008,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,1000,250000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,285664,285664,false,,,,,,fromjapan,285905,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,2000,3000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,7195,7331,false,,,,,,fromjapan,7735,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,2000,10000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,15102,15238,false,,,,,,fromjapan,15641,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,2000,30000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,37692,37828,false,,,,,,fromjapan,38232,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,2000,60000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,71543,71679,false,,,,,,fromjapan,72017,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,2000,100000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,116702,116838,false,,,,,,fromjapan,117176,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,2000,150000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,173150,173286,false,,,,,,fromjapan,173624,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,2000,250000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,286047,286183,false,,,,,,fromjapan,286521,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,3000,3000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,7348,8096,false,,,,,,fromjapan,8053,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,3000,10000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,15255,16003,false,,,,,,fromjapan,15960,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,3000,30000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,37846,38594,false,,,,,,fromjapan,38550,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,3000,60000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,71696,72444,false,,,,,,fromjapan,72335,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,3000,100000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,116854,117602,false,,,,,,fromjapan,117494,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,3000,150000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,173303,174051,false,,,,,,fromjapan,173942,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,3000,250000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,286200,286948,false,,,,,,fromjapan,286839,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,5000,3000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,8194,10200,false,,,,,,fromjapan,8857,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,5000,10000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,16101,18107,false,,,,,,fromjapan,16764,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,5000,30000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,38691,40697,false,,,,,,fromjapan,39354,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,5000,60000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,72542,74548,false,,,,,,fromjapan,73139,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,5000,100000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,117701,119707,false,,,,,,fromjapan,118298,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,5000,150000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,174149,176155,false,,,,,,fromjapan,174746,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,5000,250000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,287046,289052,false,,,,,,fromjapan,287643,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,8000,3000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,8194,10200,false,,,,,,fromjapan,8857,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,8000,10000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,16101,18107,false,,,,,,fromjapan,16764,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
SG,8000,30000,1,0,yahoo-auctions,zenmarket,courier-ecms-express,38691,40697,false,,,,,,fromjapan,39354,courier-fuel-surcharge-included;courier-remote-area-surcharge-excluded
