country,weightG,priceYen,itemCount,storageDays,site,leaderCompany,leaderMethod,leaderLow,leaderHigh,rankIndeterminate,blockingKeys,blockingLabels,blockingTiers,blockingUnknownReasons,blockingSourceUrls,runnerUpCompany,runnerUpLow
US,5000,10000,1,0,mercari,buyee,courier-ecms,19520,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,zenmarket,21166
US,5000,30000,1,0,mercari,buyee,courier-ecms,42821,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,zenmarket,44466
US,5000,60000,1,0,mercari,buyee,courier-ecms,77771,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,zenmarket,79416
US,5000,100000,1,0,mercari,buyee,courier-ecms,124371,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,zenmarket,126017
US,5000,150000,1,0,mercari,buyee,courier-ecms,182623,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,zenmarket,184268
US,5000,250000,1,0,mercari,buyee,courier-ecms,299125,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,zenmarket,300770
US,8000,3000,1,0,mercari,buyee,courier-ecms,11364,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,zenmarket,13010
US,8000,10000,1,0,mercari,buyee,courier-ecms,19520,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,zenmarket,21166
US,8000,30000,1,0,mercari,buyee,courier-ecms,42821,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,zenmarket,44466
US,8000,60000,1,0,mercari,buyee,courier-ecms,77771,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,zenmarket,79416
US,8000,100000,1,0,mercari,buyee,courier-ecms,124371,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,zenmarket,126017
US,8000,150000,1,0,mercari,buyee,courier-ecms,182623,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,zenmarket,184268
US,8000,250000,1,0,mercari,buyee,courier-ecms,299125,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,zenmarket,300770
GB,200,3000,1,0,mercari,zenmarket,small-packet-air,8265,8265,false,,,,,,fromjapan,8650
GB,200,10000,1,0,mercari,zenmarket,small-packet-air,16970,16970,false,,,,,,fromjapan,17304
GB,200,30000,1,0,mercari,zenmarket,courier-ecms-express,42969,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,fromjapan,43150
GB,200,60000,1,0,mercari,zenmarket,courier-ecms-express,81313,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,81801
GB,200,100000,1,0,mercari,zenmarket,courier-ecms-express,132437,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,132643
GB,200,150000,1,0,mercari,buyee,small-packet-air,196197,196197,false,,,,,,zenmarket,196343
GB,200,250000,1,0,mercari,zenmarket,courier-ecms-express,324154,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,fromjapan,324933
GB,500,3000,1,0,mercari,zenmarket,courier-ecms-express,8918,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,fromjapan,9318
GB,500,10000,1,0,mercari,zenmarket,courier-ecms-express,17623,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,fromjapan,17972
GB,500,30000,1,0,mercari,zenmarket,courier-ecms-express,43482,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,fromjapan,43837
GB,500,60000,1,0,mercari,zenmarket,courier-ecms-express,81825,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,82487
GB,500,100000,1,0,mercari,zenmarket,courier-ecms-express,132950,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,133330
GB,500,150000,1,0,mercari,zenmarket,courier-ecms-express,196856,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,196883
GB,500,250000,1,0,mercari,zenmarket,courier-ecms-express,324668,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,fromjapan,324933
GB,1000,3000,1,0,mercari,zenmarket,courier-ecms-express,9751,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,fromjapan,10653
GB,1000,10000,1,0,mercari,zenmarket,courier-ecms-express,18456,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,fromjapan,19307
GB,1000,30000,1,0,mercari,zenmarket,courier-ecms-express,44339,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,fromjapan,45209
GB,1000,60000,1,0,mercari,zenmarket,courier-ecms-express,82682,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,83859
GB,1000,100000,1,0,mercari,zenmarket,courier-ecms-express,133807,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,134702
GB,1000,150000,1,0,mercari,zenmarket,courier-ecms-express,197712,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,198256
GB,1000,250000,1,0,mercari,zenmarket,courier-fedex-lowcost,324937,,true,courier-destination-fees;courier-clearance-fee,Destination-side courier fees (unpublished);FedEx destination clearance fee (unknown),none;none,;,;,buyee,325683
GB,2000,3000,1,0,mercari,zenmarket,courier-ecms-express,11713,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,13392
GB,2000,10000,1,0,mercari,zenmarket,courier-ecms-express,20418,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,22046
GB,2000,30000,1,0,mercari,zenmarket,courier-ecms-express,46354,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,48058
GB,2000,60000,1,0,mercari,zenmarket,courier-ecms-express,84697,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,86190
GB,2000,100000,1,0,mercari,zenmarket,courier-fedex-lowcost,135597,,true,courier-destination-fees;courier-clearance-fee,Destination-side courier fees (unpublished);FedEx destination clearance fee (unknown),none;none,;,;,buyee,137033
GB,2000,150000,1,0,mercari,zenmarket,courier-fedex-lowcost,199150,,true,courier-destination-fees;courier-clearance-fee,Destination-side courier fees (unpublished);FedEx destination clearance fee (unknown),none;none,;,;,buyee,200586
GB,2000,250000,1,0,mercari,zenmarket,courier-fedex-lowcost,326257,,true,courier-destination-fees;courier-clearance-fee,Destination-side courier fees (unpublished);FedEx destination clearance fee (unknown),none;none,;,;,buyee,327693
GB,3000,3000,1,0,mercari,zenmarket,courier-ecms-express,12578,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,13392
GB,3000,10000,1,0,mercari,zenmarket,courier-ecms-express,21283,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,22046
GB,3000,30000,1,0,mercari,zenmarket,courier-ecms-express,47244,,true,courier-destination-fees,Destination-side courier fees (unpublished),none,,,buyee,48058
GB,3000,60000,1,0,mercari,zenmarket,courier-fedex-lowcost,85418,,true,courier-destination-fees;courier-clearance-fee,Destination-side courier fees (unpublished);FedEx destination clearance fee (unknown),none;none,;,;,buyee,86190
GB,3000,100000,1,0,mercari,zenmarket,courier-fedex-lowcost,136260,,true,courier-destination-fees;courier-clearance-fee,Destination-side courier fees (unpublished);FedEx destination clearance fee (unknown),none;none,;,;,buyee,137033
GB,3000,150000,1,0,mercari,zenmarket,courier-fedex-lowcost,199814,,true,courier-destination-fees;courier-clearance-fee,Destination-side courier fees (unpublished);FedEx destination clearance fee (unknown),none;none,;,;,buyee,200586
GB,3000,250000,1,0,mercari,zenmarket,courier-fedex-lowcost,326921,,true,courier-destination-fees;courier-clearance-fee,Destination-side courier fees (unpublished);FedEx destination clearance fee (unknown),none;none,;,;,buyee,327693
